position	real data_incl	significant_incl	real native se_incl	0.005%_incl	mean_incl	0.995%_incl	real data_excl	significant_excl	real native se_excl	0.005%_excl	mean_excl	0.995%_excl	min	max
0	0.00132834530471	1	0.00110544374448	0.000973213550909	0.00110826179811	0.00125081001811	0.00101670475428	0	0.00110544374448	0.000978427321983	0.00110797883745	0.00124466122985	0.000973213550909	0.00125081001811
1	0.00134692658085	1	0.00112683537175	0.00099397093771	0.00112970855206	0.00127530490662	0.00102601500368	0	0.00112683537175	0.00100316659034	0.00112859852765	0.00127234356912	0.00099397093771	0.00127530490662
2	0.00133901940905	1	0.00113932058611	0.0010070210803	0.00114301360905	0.00130259764449	0.00102767095988	0	0.00113932058611	0.00101632257286	0.00114306737521	0.00128685708239	0.0010070210803	0.00130259764449
3	0.00134434627789	1	0.00115043018317	0.00101540986663	0.0011556946704	0.00132093019758	0.00103595670107	0	0.00115043018317	0.00102104559429	0.00115373907241	0.00129313962481	0.00101540986663	0.00132093019758
4	0.00135034374699	1	0.00116722983573	0.00103554378026	0.0011702369765	0.00132498802371	0.0010333018908	1	0.00116722983573	0.00103593637408	0.00117195634245	0.00131201907269	0.00103554378026	0.00132498802371
5	0.00136095278257	1	0.00117645179593	0.00103412800239	0.00117971720161	0.00133799521235	0.00102137999065	1	0.00117645179593	0.00104784838222	0.00117861265081	0.00131271793182	0.00103412800239	0.00133799521235
6	0.00135752988534	1	0.00118133166753	0.00104193069512	0.00118247720108	0.00133644490491	0.00101749329492	1	0.00118133166753	0.00104922593971	0.00118468224807	0.00132194006114	0.00104193069512	0.00133644490491
7	0.00137848944695	1	0.00119014164707	0.00105338227718	0.00119206538846	0.00134864237097	0.00102066131063	1	0.00119014164707	0.00105824934929	0.00119277726664	0.00133530833091	0.00105338227718	0.00134864237097
8	0.00137132106382	1	0.00118698152288	0.00104724210203	0.00118943174035	0.00134387877948	0.00102176204792	1	0.00118698152288	0.00106277498559	0.00118879917127	0.00133106237695	0.00104724210203	0.00134387877948
9	0.00136078148972	1	0.00119167779649	0.00104854939181	0.00119372834712	0.00134475976097	0.00102597777191	1	0.00119167779649	0.00106087343078	0.00119351717149	0.00133696318886	0.00104854939181	0.00134475976097
10	0.00134409268537	0	0.0011980509586	0.00106025892988	0.00120156259049	0.00135480492968	0.00103254595705	1	0.0011980509586	0.00106422942918	0.00119989610199	0.00134591206529	0.00106025892988	0.00135480492968
11	0.00133406209095	0	0.00120555501621	0.00106843747424	0.00120792882617	0.00136401352429	0.00103413366598	1	0.00120555501621	0.00106854788896	0.00120778489284	0.00134757757629	0.00106843747424	0.00136401352429
