"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000051951",512.128770990501,0.0287154478040625,0.123736857692549,0.232068668459419,0.816484679554342,0.937581283712964
"ENSMUSG00000025902",19.5679866724942,-0.711823604307843,0.353193037444535,-2.01539534713967,0.0438632415742721,0.24305378726618
"ENSMUSG00000098104",11.8094649716427,0.0603652618164576,0.441145356456608,0.136837577304059,0.891159180609409,0.965567810502875
"ENSMUSG00000033845",306.154294428738,0.0502688282096969,0.133608767624617,0.376238993169449,0.706739229078018,0.891440091737453
"ENSMUSG00000025903",425.646575952466,0.100374540590854,0.117487318946708,0.854343613342503,0.392914628640108,0.707672773794069
"ENSMUSG00000033813",876.759198197394,0.073715668155828,0.105495624321235,0.698755693708806,0.484704721834776,0.77152247343383
"ENSMUSG00000062588",81.4244997382952,0.0151608069593421,0.238575021637209,0.0635473355731119,0.949330667048221,0.984213304575381
"ENSMUSG00000002459",62.9487735551579,-0.257617306155057,0.257331147980504,-1.00111202307532,0.316772653024283,0.645410014483488
"ENSMUSG00000033793",2052.65542683298,0.252084296769061,0.0904467051139181,2.78710315043052,0.0053181547866719,0.068858023642258
"ENSMUSG00000025905",155.5041116262,-0.1324537272879,0.147745135123081,-0.896501446071689,0.369985008324207,0.690954186399889
"ENSMUSG00000025907",2164.10054419144,0.165990077483338,0.0690679218945771,2.40328755998623,0.0162484047635933,0.137748384735434
"ENSMUSG00000090031",17.2353438413341,-0.459731155327144,0.380853584337433,-1.20710733529509,0.227390810323736,0.554720950382474
"ENSMUSG00000033740",646.474327505037,-0.0925305522778346,0.104450655611574,-0.885878137729766,0.375683198118037,0.694865405846672
"ENSMUSG00000051285",2062.88387230221,0.0756664870060254,0.0865558842287947,0.874192294148539,0.382013541821938,0.699651944475177
"ENSMUSG00000048538",70.4089807719777,0.230960116001278,0.18542900009958,1.24554474153043,0.212931579947772,0.536733690445297
"ENSMUSG00000025909",574.207599722955,0.210326487270502,0.110409844978002,1.90496134934713,0.0567850954564137,0.283008192899505
"ENSMUSG00000076135",63.7995460566982,-0.114381876829567,0.321998369049784,-0.355225019204622,0.722421022773867,0.898892478813335
"ENSMUSG00000066693",26.8909431757427,0.335427764376549,0.309126876755057,1.0850812064534,0.277885690247388,0.608775097973768
"ENSMUSG00000061024",172.84591938903,-0.290174503786559,0.154000994735109,-1.88423785369489,0.0595328093935618,0.290134886755548
"ENSMUSG00000025911",215.515901958822,0.148879254613949,0.115926925890495,1.28425086294948,0.199054193617557,0.519625112007975
"ENSMUSG00000081441",11.5279010531675,0.0285632601697958,0.463994124586485,0.0615595298652792,0.950913606274008,0.984458471809918
"ENSMUSG00000067879",842.443834716829,0.371308005632939,0.127024601919554,2.92311882912329,0.00346544235568739,0.0520357331498624
"ENSMUSG00000025912",176.078828875402,0.340063494619158,0.136420235545001,2.49276431213154,0.0126752951701533,0.11940034287196
"ENSMUSG00000045210",1606.45699016584,0.124474505907036,0.135197831013849,0.920684192738899,0.357215331381046,0.679914866101137
"ENSMUSG00000025915",339.382754916335,-0.105378247746705,0.126770161128454,-0.831254348883623,0.405829957872799,0.716820685404434
"ENSMUSG00000046101",12.8674769342512,-0.183040142933065,0.429276547640834,-0.426392133320571,0.669822132674272,0.874485549979218
"ENSMUSG00000098234",73.9175265422246,0.146494146461709,0.187273129399775,0.782248616933108,0.43406847776882,0.73690983882664
"ENSMUSG00000025917",635.100458046372,0.0735610871321644,0.095085933645344,0.773627436909186,0.439151142141159,0.741365665805709
"ENSMUSG00000056763",584.793580854457,-0.338344394775078,0.167749722313041,-2.01695949244963,0.0436997407401932,0.242641141114988
"ENSMUSG00000067851",1954.66237970694,0.0244987970174504,0.152964857977206,0.160159642818752,0.872755319312829,0.957483729044172
"ENSMUSG00000100212",47.2633734315289,0.575093749155262,0.272772911149444,2.10832427139433,0.035002949892169,0.215888010548805
"ENSMUSG00000048960",1595.35089802665,0.123700078369643,0.0751785583030074,1.64541700668254,0.0998838447749806,0.377554468275655
"ENSMUSG00000057715",794.217506683036,0.301172192549027,0.0897489862079683,3.35571693089819,0.000791595467176752,0.020225264186366
"ENSMUSG00000016918",238.502097140897,-0.271788001482098,0.125942111534854,-2.15803910359944,0.0309247916721813,0.200508403419314
"ENSMUSG00000025938",106.329241931016,0.401432271467124,0.160887765010071,2.49510751449619,0.0125918970744089,0.119087739132872
"ENSMUSG00000005886",1431.26720236627,-0.173409143713486,0.128860388146289,-1.34571334300672,0.178394981556364,0.496445666849841
"ENSMUSG00000025935",630.173310246224,0.0285920648058013,0.107616389341485,0.265685040919499,0.790481785067397,0.926658011796217
"ENSMUSG00000025937",216.923581322897,-0.218575404407792,0.154100938616735,-1.41839112966996,0.15607660391644,0.465449573093465
"ENSMUSG00000025932",19.4234673601864,0.135856546079442,0.329425630050287,0.412404299139394,0.680043112583945,0.880239450405499
"ENSMUSG00000054493",27.4663268185463,-0.0995088954680871,0.287428225051082,-0.346204327881864,0.729189162432289,0.901612510301209
"ENSMUSG00000025930",17.1705475332484,0.109966728457787,0.368146027100795,0.298704102075448,0.765165826872511,0.915819471614119
"ENSMUSG00000081201",239.496017601708,0.204580676515364,0.137563691860979,1.48717058802196,0.136969762039374,0.436903301946495
"ENSMUSG00000082193",967.023032510465,0.147755125228822,0.0979938082450058,1.50780062409048,0.131605562390944,0.429292548563429
"ENSMUSG00000092083",680.615415013287,0.122343493663979,0.0968437324978815,1.26330832681046,0.206478394900456,0.528255801050165
"ENSMUSG00000025925",77.6156421491458,-0.170881139586382,0.231606506556079,-0.737808026757686,0.460631114935082,0.754869108412623
"ENSMUSG00000043716",1085.84162096341,0.205289090748409,0.109420195016652,1.87615358131255,0.0606341939497648,0.293361620844514
"ENSMUSG00000025921",135.893672582903,-0.00988338290355032,0.170284803364305,-0.0580403107516643,0.953716519292724,0.985707864784247
"ENSMUSG00000025920",1739.54031915806,0.100880235323896,0.0741961770585281,1.35964195627382,0.173943254269061,0.490400016173739
"ENSMUSG00000025939",542.901496661073,0.19906888113034,0.0953366884890547,2.08806162963375,0.0367922757009911,0.221675494569862
"ENSMUSG00000079658",930.841465286001,0.170541563612286,0.0815917115209717,2.09018245154045,0.0366014132890698,0.220932561868907
"ENSMUSG00000025940",307.827085005545,0.0768911419604391,0.109843538435509,0.700006054571735,0.48392352332648,0.771151429575486
"ENSMUSG00000025779",9.34511125885217,0.144742723278643,0.497919652292471,0.290694939659909,0.771284642122425,0.91777982528253
"ENSMUSG00000091020",15.7406932672779,0.0185475759585441,0.405522794540749,0.0457374436363044,0.963519519318403,0.988555613280023
"ENSMUSG00000042686",192.105516546775,0.0227593783738836,0.130810667628678,0.173987173878577,0.86187554225405,0.95386726679785
"ENSMUSG00000025777",1871.28660930118,0.340752478418437,0.0965916256282433,3.52776419489933,0.000419085311509727,0.0128331142580656
"ENSMUSG00000101589",17.3011450821514,-0.181797903078177,0.36572875694891,-0.497083971724906,0.619129837006311,0.850614274468761
"ENSMUSG00000067780",61.5270245791789,-0.221848126673491,0.295909038630898,-0.749717304006429,0.453424983493418,0.750486686646294
"ENSMUSG00000100053",13.9667153382015,0.589437992449077,0.431300813209987,1.36665170664099,0.171734501823814,0.487958744365422
"ENSMUSG00000085125",34.6433766358246,-0.0513425997621203,0.281803617656834,-0.182192834105639,0.855431396434589,0.951295717501803
