"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000051951",512.128770990501,0.0285810450175324,0.125362493575191,0.227987208952491,0.819656184464895,0.943037547489208
"ENSMUSG00000025902",19.5679866724942,-0.713306234202804,0.366185574843345,-1.94793646502312,0.051422565894743,0.283937208049192
"ENSMUSG00000098104",11.8094649716427,0.0589247006253178,0.458477320539312,0.128522607303681,0.897735408543024,0.970306656123705
"ENSMUSG00000033845",306.154294428738,0.0521943912790356,0.138618445151991,0.376532799958953,0.706520835716932,0.899978866218219
"ENSMUSG00000025903",425.646575952466,0.101458201622872,0.121595668764976,0.834389930606612,0.40406128959487,0.734705905421474
"ENSMUSG00000033813",876.759198197394,0.0745714776562909,0.109033968223399,0.683928860623525,0.494020088618801,0.790896464567714
"ENSMUSG00000062588",81.4244997382952,0.0158308779113181,0.240854127281301,0.0657280740422139,0.947594320882938,0.985080292928652
"ENSMUSG00000002459",62.9487735551579,-0.26003961468382,0.262383928114092,-0.991065331451046,0.32165368016181,0.669170607888794
"ENSMUSG00000033793",2052.65542683298,0.252458412840121,0.0936474518765158,2.69583857095242,0.0070211683993771,0.0914444550419596
"ENSMUSG00000025905",155.5041116262,-0.134395759600614,0.155284032521108,-0.865483446164015,0.386773497879598,0.723031192444545
"ENSMUSG00000025907",2164.10054419144,0.166157166465765,0.0753393478237745,2.20545002399571,0.0274225310478844,0.202784455179045
"ENSMUSG00000090031",17.2353438413341,-0.464024627908637,0.398185934979895,-1.16534660605746,0.243878720881055,0.592380398670086
"ENSMUSG00000033740",646.474327505037,-0.093155703264328,0.108390640572713,-0.859444162079985,0.39009551387825,0.723554946662957
"ENSMUSG00000051285",2062.88387230221,0.0762770664839657,0.090716371099375,0.840830222368664,0.400443053446443,0.73220986206495
"ENSMUSG00000048538",70.4089807719777,0.231970373264287,0.194705419102018,1.19139145861546,0.233499944478677,0.58183045480081
"ENSMUSG00000025909",574.207599722955,0.209276216536322,0.114393635118521,1.82943934179114,0.0673338184954773,0.327444412724842
"ENSMUSG00000076135",63.7995460566982,-0.114978767017377,0.314192281212808,-0.365950323711166,0.714402144068667,0.903099595711845
"ENSMUSG00000066693",26.8909431757427,0.329052406885443,0.322941244287393,1.01892345033703,0.308239309718231,0.657062859146462
"ENSMUSG00000061024",172.84591938903,-0.292501977090305,0.159737328623863,-1.83114353802088,0.0670791215438856,0.326548912023107
"ENSMUSG00000025911",215.515901958822,0.14842154000633,0.123218699908476,1.20453746157503,0.228381911857081,0.575689998872666
"ENSMUSG00000081441",11.5279010531675,0.0125900146781508,0.492533350693568,0.0255617506112469,0.97960689468406,0.993705455451225
"ENSMUSG00000067879",842.443834716829,0.371387022151719,0.127380938145747,2.91556199505128,0.00355048560423447,0.0589492942539789
"ENSMUSG00000025912",176.078828875402,0.344469117635377,0.146681378317297,2.34841751275496,0.0188533746529801,0.164773053086868
"ENSMUSG00000045210",1606.45699016584,0.124683815468047,0.13336827414168,0.934883624088834,0.349848277323771,0.693212133192382
"ENSMUSG00000025915",339.382754916335,-0.106692886994181,0.13072338607953,-0.816172914380223,0.414401245857978,0.740497122966852
"ENSMUSG00000046101",12.8674769342512,-0.184472322973817,0.445724650142989,-0.413870587849783,0.678968885059851,0.888461284396468
"ENSMUSG00000098234",73.9175265422246,0.149321924337205,0.197657343560997,0.755458520523545,0.44997391154094,0.763124715027222
"ENSMUSG00000025917",635.100458046372,0.0725599073095184,0.10028729956108,0.723520402155465,0.469360224221549,0.774219632852817
"ENSMUSG00000056763",584.793580854457,-0.33763397450054,0.164265421219417,-2.0554172143725,0.039838724206007,0.248007288501497
"ENSMUSG00000067851",1954.66237970694,0.0247614480825318,0.149172392194964,0.16599216328293,0.868163117411559,0.959138118769935
"ENSMUSG00000100212",47.2633734315289,0.574798985285999,0.276298840465983,2.08035250642598,0.0374932120728378,0.240332812157994
"ENSMUSG00000048960",1595.35089802665,0.124178383593835,0.0810292785649772,1.53251251637711,0.125396011340719,0.443250232910383
"ENSMUSG00000057715",794.217506683036,0.302123179765466,0.0950168478442872,3.17968009484574,0.00147437720433382,0.0347392162035542
"ENSMUSG00000016918",238.502097140897,-0.272041558583571,0.131153792628395,-2.07421800873392,0.0380590684541688,0.2421504637564
"ENSMUSG00000025938",106.329241931016,0.403244574359026,0.168691793071151,2.39042200582305,0.0168290231652493,0.154339981378663
"ENSMUSG00000005886",1431.26720236627,-0.173281729825609,0.127897140286172,-1.35485226204345,0.175464631760829,0.514584710801823
"ENSMUSG00000025935",630.173310246224,0.0301107612038921,0.112541605531668,0.26755226266449,0.789043980437158,0.931248442303025
"ENSMUSG00000025937",216.923581322897,-0.219139434179137,0.156609995929283,-1.39926850057572,0.161732481761146,0.496716468425151
"ENSMUSG00000025932",19.4234673601864,0.142427299436676,0.349230515560369,0.407831770394232,0.683397187197484,0.89064404280332
"ENSMUSG00000054493",27.4663268185463,-0.0996012417656917,0.299850265877344,-0.332169929795674,0.739760948415412,0.913171375103045
"ENSMUSG00000025930",17.1705475332484,0.112970188766733,0.38234032703606,0.295470241505752,0.767634681927273,0.923900253259555
"ENSMUSG00000081201",239.496017601708,0.207298677308539,0.144415243245931,1.43543487965132,0.151163212632551,0.48278200371157
"ENSMUSG00000082193",967.023032510465,0.148099031624361,0.101278192639224,1.46229931404802,0.14365920643282,0.471786742752512
"ENSMUSG00000092083",680.615415013287,0.12145511155838,0.102026357494549,1.19042877292634,0.233877909699469,0.58183045480081
